A,output
"[b'Rip, Tree, \nRip, People\nWhen, Aba, N, China, Rip, ']",random
"[@williamvercetti, :, moodboard, protect, people, bad, intentions, https://t.co/TrRDkqSqfJ, ']",random
"[@MerchGaws, :, BTS, Persona, Album, Giveaway\nWORLDWIDE, SHIPPING\n\n4, winners, !, \n\nTO, WIN:\n, -, Retweet, &, amp, ;, Like\n, -, Follow, &, amp, ;, @MerchDrops, \n, -, Turn, notifica\xe2\x80\xa6, ']",random
"[@AminRez32625081, :, I, 'm, thinking, ,, situation, ,, happened, time?\nI, want, brave, like, them\nThey, a\xe2\x80\xa6, ""]",random
"[@lesbianvodka, :, emma, chamberlain, ,, 18, years, old, ,, influential, youtuber, actually, ,, successful, merch, line, ,, partnership, louis, vui\xe2\x80\xa6, ']",random
"[b'Birthday, Girl, ,, Kylie, Jenner\xe2\x80\x99s, Breathtaking, Bikini, Goals, -, https://t.co/QzDpQmnkSB, https://t.co/Rji5n4pJfJ, ']",random
"[@taoslefteyelid, :, n't, believe, zitao, showed, sehun, 's, graduation, like, looks, like, hot, bad, boy, wattpad, bo\xe2\x80\xa6, ""]",random
"[b'@ffc_coyw, Sensible, ship, ']",random
"[b'Please, Arlington, friends, safe, careful, https://t.co/kVeRnWVE5b, ']",random
"[@merpielle, :, winter, bear, x, euphoria, \xf0\x9f\x8c\x83\n\nthe, song, beautiful, didn\xe2\x80\x99, t, want, end, TT, \n\n#BTS, TAEHYUNG, JUNGKOOK, WinterBear, btsfa\xe2\x80\xa6, ']",random
"[@LolAtHelen, :, To, drop, light, TL, disgusting, video, girl, beating, /, spitting, dog, ,, here\xe2\x80\x99s, video, of\xe2\x80\xa6, ']",random
"[@sceneryfortae, :, Taehyung, 's, dad, :, baby, bear\nTaehyung, 's, mom, :, honey, bear\nStaff, :, V, bear\nTaehyung, :, Winter, Bear\n\nBorn, December, ,, sweet, like, h\xe2\x80\xa6, ""]",random
"[@RosannaMrtnz, :, ISIS, /, media, units, spread, video, Airwars, (, specialized, monitoring, evaluation, civilian, damage, caused, inte\xe2\x80\xa6, ']",random
"[b'@hkejin, @GOWONNl, The, similarity, ...., https://t.co/LddlXx3797, ']",random
"[@DansLdn, _, _, :, For, reason, hardly, pictures, https://t.co/AauXIOVCb0, ']",random
"[b""Well, note, musashi, sword, kind, remind, final, fantasy, 8, Squall, 's, gunblade, fgo, fategrandorder, https://t.co/YwimhX4Oq2, ""]",random
"[b'reggie, world, u, active, it\xe2\x80\x99s, 1, morning, ,, brother, SLEEP, @reggie_webber, ']",random
"[b""@legiiii, I, 'm, getting, bigger, bigger, ., Horizontal, size.\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\nBut, I, n't, stop, ., https://t.co/T0BquW1gvG, ""]",random
"[xChrihanna5x, MTVHottest, Lady, Gaga, ']",random
"[@BTS_twt, :, Winter, Bear, \n#V\n\nhttps://t.co, /, SRpYwfBWfe, ']",random
"[@bieberhslut, :, justin, 's, humor, understand, beliebers, understand, lmao, 're, goof\xe2\x80\xa6, ""]",random
"[b'Boys, like, love, thing, thing, :, serpentine, ninjago, https://t.co/o5tr0rVu1v, ']",random
"[@zyra_cc, :, YOU, DO, NOTE, IS, THE, PEYK, MGA, BAGAG, PES, IMkakampi, ']",random
"[b'@BTS_twt, hello, ']",random
"[@Thashaj, :, It\xe2\x80\x99s, exactly, week, today, Irish, teenager, specials, needs, ,, Nora, Anne, Quoirin,15, went, missing, The, Dusun, reso\xe2\x80\xa6, ']",random
"[@DenyerDesigns, :, https://t.co/IavMAD5T39\nPOKER, CHIPS, !, !, !, zazzle, pokeronline, jpdenyer, ownaJP, success, SuccessTastesBetterShared, GameO\xe2\x80\xa6, ']",random
"[b'Woop, !, Thanks, guys, !, :), https://t.co/RXxiYPnw9j, https://t.co/wa65wDFq47, ']",random
"[@seeyouguyslater, :, band, lineup, https://t.co/0lcWETVBKY, ']",random
"[b'How, Can, pastor, Preaching, charity, Put, Password, Church, wifi, ., \n\n\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad, ']",random
"[@RidiculousDak, :, When, you\xe2\x80\x99re, walking, past, aisles, Walmart, finally, mom, https://t.co/t7IdBjka7B, ']",random
"[b'@cnqtik, ']",random
"[@matchyma, :, 30, Inspirational, Eleanor, Roosevelt, Quotes, How, To, Be, Light, World, https://t.co/l6tYJRXci1, ']",random
"[b'Go, pleathe, \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad, closest, friend, entered, world-, leave, sudden, \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xe2\x80\xa6, https://t.co/zbtKR9I9F8, ']",random
"[b""@vkbates, @jasonsfolly, @The_OA, @netflix, I, n't, think, authors, cast, manipulating, ,, devoted, sen\xe2\x80\xa6, https://t.co/ax88aBhyzr, ""]",random
"[b'@AimanShuknr, Thanks, shuk, !, \xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86, ']",random
"[@SnsBlackpink, :, At, win, here!\n[NEW]\n2019, E!People, 's, Choice, Awards\n&lt;https://t.co, /, IbP3upzVMo&gt;\nNomination, :, Aug, 12, -, 16\n\nCategories:\n\n, -, Gro\xe2\x80\xa6, ""]",random
"[xChrihanna5x, MTVHottest, Lady, Gaga, ']",random
"[@sceneryfortae, :, Taehyung, 's, dad, :, baby, bear\nTaehyung, 's, mom, :, honey, bear\nStaff, :, V, bear\nTaehyung, :, Winter, Bear\n\nBorn, December, ,, sweet, like, h\xe2\x80\xa6, ""]",random
"[@phckluv, :, I, deserve, happy, ., Fuck, bullshit, ., ']",random
"[@Kica333, :, Seriously, aren\xe2\x80\x99, t, reclosable, bags, cereal, boxes, thing, ']",random
"[b'I, got, tattooed, arrow, heart\xf0\x9f\x8e\xb6, https://t.co/z0K75ytPn9, ']",random
"[@ChrisEvans, :, Fake, ., Sorry, ., https://t.co/jRjOXaZAqQ, ']",random
"[b'LightTrack, Branding, \xf0\x9f\x8c\x88\n\n#Branding, Logo, LogoDesign, Design, https://t.co/Z0tCVU4rDE, ']",random
"[@VancityReynolds, :, I, imagine, upset, I, discover, .,  , HobbsandShaw, @TheRock, Rebecca, https://t.co/3bpPerzKpk, ']",random
"[b'@WE_THE_BOYZ, SO, CUTE, ']",random
"[@CktrumpF, :, @GOPChairwoman, @realDonaldTrump, How, NRA, Russian, /, Foreign, money, illegally, laundered, Trump, campaign, ']",random
"[b'ABOUT, IN, KRBL, SHARE, https://t.co/XBvTR3p6Qo, @YouTube, ']",random
"[@AdityaRajKaul, :, Silent, majority, Kashmir, speaking, ., Mohammad, Ashraf, Azad, All, J&amp;K, Peace, Council, speaks, Srinagar, sup\xe2\x80\xa6, ']",random
"[@SafetyFlrst, :, concrete, retaining, wall, failure, allows, hill, landslide, https://t.co/Kxx724vutl, ']",random
"[@9GAG, :, Baby, beagle, practicing, furious, bork\n\nBy, thegoofygoofus, |, IG, https://t.co/qaPVBISej5, ']",random
"[@JustJared, :, .@BTS_twt, member, V, releases, self, -, directed, music, video, sweet, ballad, WinterBear, -, listen, read, English, lyrics!\xe2\x80\xa6, ']",random
"[b'@POISHANOUS, A, cutie, cutie, \xe2\x98\xba\xef\xb8\x8f, ']",random
"[@MerchGaws, :, BTS, Persona, Album, Giveaway\nWORLDWIDE, SHIPPING\n\n4, winners, !, \n\nTO, WIN:\n, -, Retweet, &, amp, ;, Like\n, -, Follow, &, amp, ;, @MerchDrops, \n, -, Turn, notifica\xe2\x80\xa6, ']",random
"[b'Oh, yeah, shouts, @BNellyNelson, code, blessed, DMs, ']",random
"[@adultxchat1, :, Black, Singles, Women, Online, Dating\nJoin, Now, :, https://t.co/zKmIbLOnqO, https://t.co/3Qob0euMPq, ']",random
"[b'@koshurfatoomi, Both, ']",random
"[@hertaetae, :, LIKE, FATHER, LIKE, SON, UWUU\xf0\x9f\xa5\xba\xf0\x9f\x92\x9c, https://t.co/YRxzAXDeJE, ']",random
"[@jeontro, :, sex, marriage, sin, .., sex, marriage, cos, tan,  , https://t.co/gARlZGvyjt, ']",random
"[b'Who, Clyde\xe2\x80\x99s, Edelman, Philips, ,, KLM, ,, KPN, random, NL, !, https://t.co/sK8zlgBLGl, ']",random
"[@BTS_twt, :, Say, hello, \xe2\x98\xba\xef\xb8\x8f\n#JIMIN\n#Babybear, https://t.co/dEVS9aP5Sv, ']",random
"[b'@BeWoojin, Sorry,  , ']",random
"[b'@FaZeSway, Gn, love, u, homo, ']",random
"[@TruthInBytes, :, Father, advocated, rights, illegals, hit, killed, illegal, immigrant, probation, DUI, or\xe2\x80\xa6, ']",random
"[b'#Pakistan, loser, fronts, ., https://t.co/F3y3kydrXd, ']",random
"[@SebastienGllmt, :, Fun, fact, :, Cardano, makes, heavy, use, WebAssembly, (, WASM).\nYoroi, uses, WASM.\nThere, WASM, libraries, Byron, S\xe2\x80\xa6, ']",random
"[b'@MinistryOfRugby, @StanbicKE, @OfficialKRU, @kabeberi7s, @Kakamega7s, @MombasaRugby, @NakuruRFC, @KenyaHarlequins\xe2\x80\xa6, https://t.co/KtDamBMAjW, ']",random
"[b""So, takes, separate, power, plants, (, I, 'm, including, wind, farm, heading, ), simultaneously, ""]",random
"[b'@WE_THE_BOYZ, Omg, cute, ']",random
"[b'09:10, -, Red, Kestrel, leaving, Southampton, ']",random
"[b'@fijian_baller1, Yess, ok, I\xe2\x80\x99, m, goin, \xf0\x9f\xa4\xa9, ']",random
"[@noor_vm, :, Why, couldn\xe2\x80\x99, t, damn, mini, van, Scott, https://t.co/X9H9vzuKrt, ']",random
"[@BTS_twt, :, Say, hello, \xe2\x98\xba\xef\xb8\x8f\n#JIMIN\n#Babybear, https://t.co/dEVS9aP5Sv, ']",random
"[@Face103yuhhh, :, At, I, disliked, express, lanes, ., Now, I, remember, ,, I, love, ., S, /, O, refusing, th\xe2\x80\xa6, ']",random
"[@jmrcrdn, :, You, nt, beg, love, you\n\nYou, nt, beg, care\n\nYou, nt, beg, tr\xe2\x80\xa6, ']",random
"[@bruhandhisfilm, :, \xf0\x9d\x96\xac\xf0\x9d\x97\x82\xf0\x9d\x97\x8c\xf0\x9d\x97\x8c, \xf0\x9d\x97\x92\xf0\x9d\x97\x88\xf0\x9d\x97\x8e, ,, \xf0\x9d\x96\xaa\xf0\x9d\x97\x8e\xf0\x9d\x97\x87\xf0\x9d\x97\x86\xf0\x9d\x97\x82\xf0\x9d\x97\x87\xf0\x9d\x97\x80, :-), https://t.co/QYwON8Pavi, ']",random
"[b'@4THDlMENSION, @HHNNDRXX, @ChickenColeman, Ah, thank, ., Ursula, bad, bitch, ., And, I\xe2\x80\x99, m, wh\xe2\x80\xa6, https://t.co/wNxde3TpIb, ']",random
"[@SportsMotto, :, Focus, effort, ,, winning, ., Winning, byproduct, effort, ., \xe2\x80\x93, John, Wooden, ']",random
"[@JulyannaS15, :, Day, 38, \nI, miss, videos, IG\xf0\x9f\xa5\xba\nWe, stay, you\xf0\x9f\x92\x99\n#EagleLeeJ, @cnbluegt\n#ReturnOfTheBurningBl\xe2\x80\xa6, ']",random
"[xmybieber_onlym, MTVHottest, Lady, Gaga, ']",random
"[@BradGorman, :, It, NEVER, good, original, tried, ., \xf0\x9f\x98\x82, \xf0\x9f\x8c\x83, @trevorhoppe, @BrittanyFurlan, @LoreleiChickie, https://t.co/l0gRub\xe2\x80\xa6, ']",random
"[@Arabapeaches, :, Good, morning, tweeps, ,, 's, rainy, day, ., This, gentle, reminder, need, importance, waste, bins, avoid\xe2\x80\xa6, ""]",random
"[@Odala, _, :, Depression, thing, ., Please, seek, help, you\xe2\x80\x99re, ready, let, in\xe2\x9d\xa4\xef\xb8\x8f, ']",random
"[@telugufilmnagar, :, It, 's, time, !, \xf0\x9f\x92\xa5\nOnly, 4, Hours, ., Much, awaited, SaahoTrailer, today, 5, PM, !, \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n#SaahoTrailerDay, 30AugW\xe2\x80\xa6, ""]",random
"[@PicturedImage, :, Red, hairs, beautiful, Begonia, leaf, making, look, iridescent, @HolehirdGardens, LakeDistrict, Cumbria, North\xe2\x80\xa6, ']",random
"[@BTS_twt, :, Say, hello, \xe2\x98\xba\xef\xb8\x8f\n#JIMIN\n#Babybear, https://t.co/dEVS9aP5Sv, ']",random
"[@GamepIay, :, Mario, themed, fish, tank, https://t.co/8XhJPbYAHE, ']",random
"[b'@KidBold, But, folks, state, loudest, critics, FG, ., What, sort, disorder, ']",random
"[@bimbyhyung, :, Pls, Idol, Champ, like, posts, ., It, needs, 8, likes, ,, 's, posts, 30, +, likes, ., It, would\xe2\x80\xa6, ""]",random
"[b'@cotycrg, That, C, :, vertex, interpolation, ']",random
"[xinsbadideax, MTVHottest, Lady, Gaga, ']",random
"[@lamkanahraf, :, Goodluck, Yang, balik, pantai, timur, ., Drive, safe, pleasant, journey, friends, ., https://t.co/qRYRqIYjFS, ']",random
"[@_KayBaddie, :, I, like, private, lowkey, shit, ., Don\xe2\x80\x99, t, know, US, \xf0\x9f\xa5\xb4, ']",random
"[@seventeenphil, :, Streaming, Link:\nJTBC, Entertainment, channel, :, https://t.co/XVmhJTprRD, ']",random
"[b'@susancain, I, recognise, lot, ., When, I, long, walk, pug, morning, ,, I, huge, creative, bu\xe2\x80\xa6, https://t.co/ME5Dc0FhW8, ']",random
"[b'@GOTHGIRLMONA, thinking, cheeky, cpr, smooch, yeah, ']",random
"[@bIondiewasabi, :, white, guys, like, \xe2\x80\x9cI, dark, sense, humor, ,, I, like, offensive, jokes\xe2\x80\x9d, start, racist, ']",random
"[b'@WE_THE_BOYZ, HELLO, ']",random
"[@CDDEP, :, "", We, aren\'t, spending, system, delivers, vaccines, ., We, aren\'t, incentivizing, people, providing, vaccine\xe2\x80\xa6, ']",random
"[@FaZeSway, :, @TSM_Daequan, welcome, https://t.co/fDKsIBmhof, ']",random
"[@mytoecold, :, Sick, lies, https://t.co/tuqRvxYUxT, ']",random
"[b'@Dachooga, @ColdMountainGal, @pacelattin, @chenweihua, @BenjaminNorton, I, believe, Chinese, government, learn\xe2\x80\xa6, https://t.co/qxRHHhI2ns, ']",random
"[@ISSAguapCISCO, :, @XayySo, I, know, lmao, clout, chasin, went, wrong, ., It, happens, ., ']",random
"[@RealInghams, :, Even, n't, involved, arguments, blamed, ., Stop, attacking, fighting, law, changed, ., c\xe2\x80\xa6, ""]",random
"[@Iairdutemps, :, 13th, century, french, castle, ,, abandoned, 1930, completely, taken, nature, https://t.co/CRKxeOPjXr, ']",random
"[b'@BuddyBarlow33, @foxmatrix25, @MitchJonez, care, ppl, money, ']",random
"[xinsbadideax, MTVHottest, Lady, Gaga, ']",random
"[@DALiii_Danger, :, Psyfo, real, doesn\xe2\x80\x99, t, Sidwell, ., https://t.co/8aMVhiw1ej, ']",random
"[@richbrian, :, thank, anne, sun, real, ., birds, ,, real, bird, died, 1978, existing, bird, a\xe2\x80\xa6, ']",random
"[@redemsi, :, Wanted, :, Patient, 607, -, Izuku, Midoriya\n\nIf, seen, ,, report, proper, authorities, immediately, ., Individual, quirkless, is\xe2\x80\xa6, ']",random
"[@_Prince_Musa, _, :, Are, selling, shower, gel, body, wash, https://t.co/7CiEc8aiLi, ']",random
"[b'Sinong, present, ngayon, Itaas, ang, paa\nSHARDONeverGiveUp\nSHARDONeverGiveUp\nSHARDONeverGiveUp\nSHARDONeverGiveUp, ']",random
"[@hwastopia, :, imagine, san, looking, u, like, uhu,  , https://t.co/8ChSojADSf, ']",random
"[@honeyhclloway, :, fuck, isn\xe2\x80\x99, t, ., https://t.co/rg9gkeGHlg, ']",random
"[@kathleen_x33, :, said, yes, SOMEONE, PLEASE, HELP, ME, OUT, !, https://t.co/4TxGMiYZhh, ']",random
"[b'How, people, treat, karma, ;, react, ., \xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\nWayne, Dyer\n#DADDYSGURLViralKarma, \xe2\x8b\x86, Stacy\n@mainedcm, \xe2\x8b\x86, Maine, Mendoza, ']",random
"[b'Can, soul, !, ']",random
"[@pedalsingh, :, 2/3, work, Over, days, @abbswolf, @carlt1969, @shewolf1877, Greg, madmen, fr\xe2\x80\xa6, ']",random
"[@anyssa433, :, So, year, I, https://t.co/1B4OuaYWL1, ']",random
"[b""85, %, women, fertility, problem, pregnant, medical, help.\n\nWe, Care, Women, 's, Center, delivering, what\xe2\x80\xa6, https://t.co/q3vZu65G7k, ""]",random
"[@m1cr0w4ve, :, i\xe2\x80\x99, m, upset, ugly, isn\xe2\x80\x99, t, funny, anymore, ']",random
"[@SaahoOfficial, :, Everything, beginning, !, Here, comes, character, poster, featuring, TinnuAnand, PrithviRaj!\n\n#SaahoTrailer, ou\xe2\x80\xa6, ']",random
"[@tedlieu, :, Why, @TheEconomist, tweeting, article, 12:25, Saturday, morning, And, I, reading, I, n't, know, ., \n\nBut\xe2\x80\xa6, ""]",random
"[b""@GDGypsy7, @DE4THWI5H, @NickRekieta, Somebody, context, :, It, 's, fun, watch, ,, Nick, looked, like, wanted, minecraft, ., ""]",random
"[@nataliastories, :, woke, family, honestly, hard, job, ']",random
"[@mepoiu, :, @FreeLion7, @tgradous, @CamEdwards, @realDonaldTrump, Donald, Trump, 's, win, mandate, people, ., He, President, i\xe2\x80\xa6, ""]",random
"[@freenaynow, :, \xf0\x9f\x95\x8b\xf0\x9f\x95\x8b\xf0\x9f\x95\x8b\xf0\x9f\x95\x8b\xf0\x9f\x95\x8b\xf0\x9f\x95\x8b\xf0\x9f\x95\x8b\xf0\x9f\x95\x8b\xf0\x9f\x95\x8b\xf0\x9f\x95\x8b\xf0\x9f\x95\x8b\xf0\x9f\x95\x8b\xf0\x9f\x95\x8b\xf0\x9f\x95\x8b\xf0\x9f\x95\x8b\xf0\x9f\x95\x8b\xf0\x9f\x95\x8b\xf0\x9f\x95\x8b\n\nHave, \n\nohh, boy,    , LOL\n\nNo, wonder, commies, getting, butts, handed, them\n\nHow, d\xe2\x80\xa6, ']",random
"[@HaitianProhphet, :, Is, n't, crazy, Aztecs, Egyptians, God, underworld, head, dog, pantheon\xe2\x80\xa6, ""]",random
"[@tutubears, :, Can, turn, reality.\nCause, I, 've, thinking, 'bout, lately.\n\n-\nASHTAN, ForFOLDEDandHUNG\nASHTAN, ForFOLDEDan\xe2\x80\xa6, ""]",random
"[@georgegalloway, :, @BoardofDeputies, @BritishQuakers, You, ashamed, ., And, Quakers, ']",random
"[@BearGrylls, :, \xf0\x9f\x92\xa5Sneak, peek, Prime, Minister, India, @narendramodi, seen, !, \xf0\x9f\x92\xa5, Special, ManVsWild, @Bear\xe2\x80\xa6, ']",random
"[@jason_maxfield, :, Just, friendly, reminder, dogs, supposed, treated, https://t.co/5chKOpZyq6, ']",random
"[@PersianFutbol, :, \xf0\x9f\x8f\x90, Sardar, Azmoun, showed, support, Iranian, national, volleyball, team, defeated, \xf0\x9f\x87\xa8\xf0\x9f\x87\xba#Cuba, 3, -, 2, St., Petersburg\xe2\x80\xa6, ']",random
"[b'Today, G.K., competition, organized, college, campus,  , occasion, Independence, day, ., https://t.co/FMYo1LHwny, ']",random
"[@AsadRahim, :, Reminder, mourning, \xe2\x80\x98the, death, Nehru\xe2\x80\x99s, India\xe2\x80\x99, :, comes, Kashmir, ,, difference, BJP, C\xe2\x80\xa6, ']",random
"[b'#NowPlaying, Standing, In, Your, Glory, Leme, Nolan,  , Gospelgrind, https://t.co/N8OTrtx4C0, gospelgrind, nowplaying, ']",random
"[xBlink258bpm, MTVHottest, Lady, Gaga, ']",random
"[@RidiculousDak, :, I\xe2\x80\x99, m, sure, y\xe2\x80\x99all, seen, haven\xe2\x80\x99, t, enjoy, video, pug, cartwheel\xf0\x9f\x98\x82, https://t.\xe2\x80\xa6, ']",random
"[b'@poyonoes, needed, tag, u, bc, ur, ur, Claude, https://t.co/qeYhIrXg2Q, ']",random
"[@TheJasonDomino, :, Horrifying, thread, 2, sex, workers, felt, production, ., The, fact, involved, felt, way, noticing, harmful\xe2\x80\xa6, ']",random
"[b'@TheRealOJ32, Who\xe2\x80\x99s, holding, camera, O.J., ,, let, ., ']",random
"[@immarygracee, :, OH, MY, GOD, ,, GURL, ., https://t.co/XybutudBzA, ']",random
"[@ChanbaekSociety, :, I, swear, favourite, EXO, videos, I, thread, fave, things, o\xe2\x80\xa6, ']",random
"[b'Cinnamoroll, fav, reason, https://t.co/23ryUo2L1G, ']",random
"[xforever4ubaby1, m, MTVHottest, Lady, Gaga, ']",random
"[@CestMoiz, :, Millenials, ,, I, tell, you!\nEven, marriage, n't, agree, anything!\n\xf0\x9f\xa4\xa3, https://t.co/HpdoJO2Dsj, ""]",random
"[@jababoiPablo, :, @a_whye, @bungwon_J, All, carrying, shoulder, ,, person, Las, Las, carry, shoulder, chop, https://t.co/8CAAMxfdSA, ']",random
"[b'Ok, Jim, ,, I\xe2\x80\x99ve, got, 4, words, headline, ., Can, finish, rest, \xe2\x80\x9cSure, boss\xe2\x80\x9d, Remember, short, snappy,\xe2\x80\xa6, https://t.co/BUENpFdrEW, ']",random
"[b'I, tried, 7, times, managed, beat, level, !, Not, easy, job!\nhttps://t.co, /, NS43OOmOom, https://t.co/5gqCraiVWr, ']",random
"[@BTS_twt, :, Say, hello, \xe2\x98\xba\xef\xb8\x8f\n#JIMIN\n#Babybear, https://t.co/dEVS9aP5Sv, ']",random
"[@BTS_twt, :, Say, hello, \xe2\x98\xba\xef\xb8\x8f\n#JIMIN\n#Babybear, https://t.co/dEVS9aP5Sv, ']",random
"[b'@Match365_App, Nice, team, ']",random
"[@LawrenceSellin, :, As, I, stated, days, ago, ,, international, support, Pakistan, 's, interference, internal, affairs, India, in\xe2\x80\xa6, ""]",random
"[b'Ghetto, Stories, hood, classic, \xf0\x9f\x98\x82, ']",random
"[@LUVisUzi, :, LIL, UZI, KNOWS, HES, A, BAD, BITCH, https://t.co/3zLGflL6zU, ']",random
"[@glenncummins5, :, Probably, charging, phone, https://t.co/FbS9Zwz91z, ']",random
"[b'i, great, grandma, https://t.co/Dax4fa41J8, ']",random
"[b'@driqter, thank, !, ']",random
"[@lukesapollo, :, GUYS, https://t.co/8iiPh7IIdB, ']",random
"[@theingosi, :, Luk, 4:4, And\nJesus, answered, ,, saying, ,, It, written, ,, That, man, shall, live, bread, ,, word, God, ..., \n@\xe2\x80\xa6, ']",random
"[@MerchGaws, :, BTS, Persona, Album, Giveaway\nWORLDWIDE, SHIPPING\n\n4, winners, !, \n\nTO, WIN:\n, -, Retweet, &, amp, ;, Like\n, -, Follow, &, amp, ;, @MerchDrops, \n, -, Turn, notifica\xe2\x80\xa6, ']",random
"[@BeKindHumanz, :, No, :, \n\nLiterally, :, \n\nMe, Jimin, uploaded, photo, saying, baby, bear, :, \n#Babybear, JIMIN, \xf0\x9f\xa5\xba\xf0\x9f\x92\x9c\n#MTVHot\xe2\x80\xa6, ']",random
"[b""@CGTNOfficial, Try, bs, want, ,, 're, leaving, atmosphere, ,, 're, ridiculous, ..., https://t.co/LAMhaUYICE, ""]",random
"[b'No, excuses, !, https://t.co/dIOJ4NzLfb, ']",random
"[@sppr_music, :, An, idea, woodstock50, cancelation, :, woodstock2020\n\nStill, disappointed, 2019, woodstock, fail, ,, I, launch, frea\xe2\x80\xa6, ']",random
"[@DailyRapFacts, :, Young, Thug, dropping, new, album, ', So, Much, Fun, ', August, 16th\n\nExecutively, produced, J., Cole, https://t.co/79dPtyuw\xe2\x80\xa6, ""]",random
"[b'@nayadaurpk, If, Russia, refering, Simla, Lahore, declaration, ,, India\xe2\x80\x99s, decision, revoke, 370, Get, diplomatic, editor, ., ']",random
"[@BTS_twt, :, Say, hello, \xe2\x98\xba\xef\xb8\x8f\n#JIMIN\n#Babybear, https://t.co/dEVS9aP5Sv, ']",random
"[@7StellarJays, :, This, probably, wo, n't, play, small, screen, ,, figured, I, 'd, share, 's, kind, fun, ., I, noticed, good, lo\xe2\x80\xa6, ""]",random
"[@sceneryfortae, :, [, Naver, ], Articles, ', Winter, Bear, ', ., BTSV, released, new, self, -, composed, song, ,, wrote, lyrics, tour, th\xe2\x80\xa6, ""]",random
"[b'i, wanna, shower\xf0\x9f\x98\x94, ']",random
"[@flufficat, :, @CharlotteBCcat1, And, cash, There, ', s, town, .,  , I, n't, expensive, nails, ,, think, there's\xe2\x80\xa6, ""]",random
"[b'Good, morning, !, Hearing, news, Marina, Joyce, missing, https://t.co/qDh2O3ekQB, ']",random
"[@graffigirl, :, This, winning, lottery, love, https://t.co/oN8z6oQDiS, ']",random
"[@sacesus, :, nt, think, people, realize, beneficial, awhile, ., taking, time, relationships, ,, finding, you\xe2\x80\xa6, ']",random
"[b'Did, rape, https://t.co/dyH7OYTNuf, ']",random
"[@zillaknows, :, swae, lee, monkey, shoulder, like, tf, I, ']",random
"[@RealHistoriPix, :, Dear, @IndiGo6E\n\nYour, employee, AFREEN, HUSSAIN, security, threat, plane, passengers\n\nIf, 's, sacked, ,, g\xe2\x80\xa6, ""]",random
"[@00sIut, :, som, hyein, ,, idol, school, contestant, ,, came, bisexual, girlfriend, \xf0\x9f\xa5\xba, https://t.co/eKVNH6Ky2z, ']",random
"[b'@patheticygurl, mirip, ..., ']",random
"[@taehyungtannah, :, Yoongi, logging, twitter, seeing, AgustD2isComing, trending, ww, !, !, https://t.co/uM8BZvBqIq, ']",random
"[@acjoshi, :, And, Imbecility, continues, ., \n\nAnd, India, looks, foolish, ,, Deranged, Flipped, Out, .\n\n2/n, https://t.co/YNdLza8Yti, ']",random
"[@alexi, :, FYI, 2017, ,, FBI, said, white, supremacists, killed, Americans, 2000, -, 2016, \xe2\x80\x9cany, domestic, extremist, moveme\xe2\x80\xa6, ']",random
"[@RoflGandhi, _, :, Girls, trafficked, Bihar, &, amp, ;, Bengal, sold, brides, 50k, -2, Lac, Haryana, ., MLAs, ministers, openly, encourag\xe2\x80\xa6, ']",random
"[@albertzeus2nd, :, fat, makeout, sesh, smack, rn, ']",random
"[b'@BTS_twt, WHAT, THE, HECK, THIS, IS, SO, CUTE, I, AM, CHOKED, PLS, SOMEONE, HELP, ME, OXYGEN, I, NEED, OXYGENNNNNN, ']",random
